ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry,summary,y_ind,revGrowth,grossM,revenue,verdict,reason_r2,totalCash,totalDebt,freeCashflow,operatingCashflow,totalRevenue,revenueGrowth,grossMargins,operatingMargins,debtToEquity,sharesOutstanding,floatShares,fullTimeEmployees,earningsGrowth,r3_fin_score,r3_notes,r3_cut,cap,composite
VCYT,Veracyte Inc. Common Stock,44.04,3540407808.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,,Diagnostics & Research,"Veracyte, Inc. operates as a diagnostics company in the United States and internationally. The company offers Afirma Genomic Sequencing Classifier for cancerous thyroid nodules; Decipher Prostate Genomic Classifiers for prostate cancer diagnosis; Decipher Bladder Genomic Classifier for bladder cancer diagnosis; Prosigna Breast Cancer Assay for breast cancer diagnosis; and Percepta Nasal Swab Test for lung cancer diagnosis. It also provides the nCounter analysis system services. The company was formerly known as Calderome, Inc. and changed its name to Veracyte, Inc. in March 2008. Veracyte, Inc. was incorporated in 2006 and is headquartered in South San Francisco, California.",Diagnostics & Research,0.155,0.73756,561900032.0,A,genomic classifiers prevent unnecessary surgeries,485232000.0,40107000.0,106230872.0,178380992.0,561900032.0,0.155,0.73756,0.15287,2.889,80390731.0,79878642.0,755.0,,22,,,3540407808.0,47
CBLL,CeriBell Inc. Common Stock,23.95,919155520.0,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,exchange,health,25,18,43,,,,Medical Devices,"CeriBell, Inc. operates as a medical technology company in the United States. It develops the Ceribell System, a novel and point-of-care EEG platform specifically designed to address the unmet needs of patients in the acute care setting. The company also offers disposable, flexible headbands, and headcaps; and a pocket-sized, rechargeable battery-operated recorder used to capture and wirelessly transmit EEG signals; and Clarity, an AI-powered seizure detection algorithm. In addition, it operates an EEG portal, which enables real-time remote access to a patient's EEG data. The company was formerly known as Brain Stethoscope, Inc. and changed its name to CeriBell, Inc. in August 2015. CeriBell, Inc. was incorporated in 2014 and is headquartered in Sunnyvale, California.",Medical Devices,0.325,0.88899004,101964000.0,A,point-of-care EEG speeds acute seizure diagnosis,129261000.0,21909000.0,-33047376.0,-54032000.0,101964000.0,0.325,0.88899004,-0.71114,17.075,38378101.0,26519268.0,327.0,,22,,,919155520.0,47
CNI,Canadian National Railway Company Common Stock,127.12,76894887936.0,Canada,Industrials,Railroads,exchange,transport,27,20,47,,,,Railroads,"Canadian National Railway Company, together with its subsidiaries, engages in the rail, intermodal, trucking, and related transportation businesses in Canada and the United States. The company provides rail services, which include equipment, customs brokerage, transloading and warehousing, business development, dimensional loads, and private railcar storage, less-than-truckload, and mexico services; intermodal services, such as temperature controlled multimodal, mobile transport trays, port partnerships, transloading and distribution, logistics parks, trucking, and supply chain services. It also offers connecting to rail, short lines, maps and network services. The company serves automotive, coal, fertilizers, temperature controlled cargo, forest products, dimensional, grain, metal and minerals, petroleum and chemicals, consumer goods, and third party logistics applications. Canadian National Railway Company was incorporated in 1919 and is headquartered in Montreal, Canada.",Railroads,0.113,0.55965,17760999424.0,A,freight rail backbone; most efficient land freight mode,307000000.0,22752999424.0,3026500096.0,7016000000.0,17760999424.0,0.113,0.55965,0.40269002,103.89,604900000.0,603242178.0,23825.0,0.102,20,,,76894887936.0,47
CSX,CSX Corporation Common Stock,51.51,95420981248.0,United States,Industrials,Railroads,exchange,transport,27,20,47,,,,Railroads,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services in the United States and Canada. It operates through two segments: rail and trucking. The company offers rail services; and transportation of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. It also transports chemicals, agricultural and food products, minerals, automotive, forest products, fertilizers, and metals and equipment; and coal, coke, and iron ore to electricity-generating power plants, steel manufacturers, and industrial plants, as well as exports coal to deep-water port facilities. In addition, the company provides intermodal services through a network of approximately 30 terminals transporting manufactured consumer goods in containers; and drayage services, including the pickup and delivery of intermodal shipments. It serves the automotive industry with distribution centers and storage locations, as well as connects non-rail served customers through transferring products, such as plastics and ethanol from rail to trucks. The company operates approximately 20,000 route mile rail network, which serves various population centers in 26 states east of the Mississippi River, the District of Columbia, and the Canadian provinces of Ontario and Quebec, as well as owns 3400 locomotives. It serves production and distribution facilities through track connections. CSX Corporation was in",Railroads,0.101,0.47070998,14512000000.0,A,freight rail efficiency versus trucking,1390000000.0,19451000832.0,1953250048.0,5321999872.0,14512000000.0,0.101,0.47070998,0.38424,138.068,1852474917.0,1848606378.0,22200.0,0.227,20,,,95420981248.0,47
NSC,Norfolk Southern Corporation Common Stock,351.24,78891442176.0,United States,Industrials,Railroads,exchange,transport,27,20,47,,,,Railroads,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States. The company transports agriculture, forest, and consumer products comprising soybeans, wheat, corn, fertilizers, livestock and poultry feed, food products, food oils, flour, sweeteners, ethanol, lumber and wood products, pulp board and paper products, wood fibers, wood pulp, beverages, and canned goods; chemicals, including sulfur and related chemicals, petroleum products comprising crude oil, chlorine and bleaching compounds, plastics, rubber, industrial chemicals, chemical wastes, sand, and natural gas liquids; metals and construction materials, such as steel, aluminum products, machinery, scrap metals, cement, aggregates, minerals, clay, transportation equipment, and military-related products; and automotive, including finished motor vehicles and automotive parts, as well as coal. It also transports overseas freight through various Atlantic and Gulf Coast ports; and operates an intermodal network. Norfolk Southern Corporation was incorporated in 1980 and is headquartered in Atlanta, Georgia.",Railroads,0.114,0.45159,12540000256.0,A,freight rail lowers fuel per ton-mile,1069000000.0,17150000128.0,1382249984.0,3732000000.0,12540000256.0,0.114,0.45159,0.35296002,105.519,224608373.0,224249000.0,19300.0,-0.044,20,,,78891442176.0,47
UNP,Union Pacific Corporation Common Stock,309.59,183919837184.0,United States,Industrials,Railroads,exchange,transport,27,20,47,,,,Railroads,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, operates in the railroad business in the United States. It offers transportation services for grain and grain products, fertilizers, food and refrigerated products, and coal and renewables to grain processors, animal feeders, and ethanol and renewable biofuel producers; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, petroleum, liquid petroleum gases, soda ash, and sand, as well as finished automobiles, automotive parts, and merchandise in intermodal containers. The company was founded in 1862 and is headquartered in Omaha, Nebraska.",Railroads,0.115,0.56285,25410000896.0,A,largest US freight rail network efficiency,2114000000.0,31168999424.0,4720750080.0,10263000064.0,25410000896.0,0.115,0.56285,0.40982,150.772,594075498.0,592726947.0,28716.0,0.066,20,,,183919837184.0,47
TMRAY,Tomra Systems ASA,11.92,3524748544.0,,Industrials,,otc,water,25,20,45,,,,Waste Management,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through four segments: TOMRA Collection, TOMRA Recycling, TOMRA Food, and TOMRA Horizon. The company provides reverse vending machines and related data management systems; and provides pick-up, transportation, and processing services of empty beverage containers on behalf of beverage producers/fillers. It also develops, produces, sale, and service sorting and processing technology for waste management companies or plant builders; and provides sorting systems for waste and metal material streams, as well as ore sorting sensors for mining companies. In addition, the company provides post-harvest food solutions for fresh and processed food industries. The company was founded in 1972 and is headquartered in Asker, Norway.",Waste Management,0.246,0.59062,1426300032.0,A,reverse vending and sensor sorting drive circular materials,69000000.0,709000000.0,257862496.0,185900000.0,1426300032.0,0.246,0.59062,0.12099,115.661,295700378.0,217567467.0,5800.0,-0.004,22,,,3524748544.0,47
LGRDY,Legrand SA,31.84,41730371584.0,,Industrials,,otc,energy,24,20,44,,,,Electrical Equipment & Parts,"Legrand SA, together with its subsidiaries, manufactures, distributes, and sells electrical and digital building infrastructures in Europe, North and Central America, and internationally. The company offers energy distribution, protection, and management solutions, such as electric vehicle charging, residential and small commercial panels, switchboards and power cabinets, and UPS devices; and wiring devices, connected home and building control solutions, and guestroom solutions, as well as flush-mounted, junction, DCL, and floor boxes. It also provides security, communication, and network solutions, including access security, digital home networks, emergency lighting, fire alarms, IT networks, intercom and door entry, and nurse call systems; conduits and cable management solutions comprising trunking, mini-trunking, skirting trunking, ducts, tubes, floor boxes, columns and feeders, and workstation solutions; industrial products, which comprises industrial enclosures and connections, transformers and power supply, marking accessories and cable ties, motor control and protection, fuse protection, and industrial plugs and sockets, as well as control, button, and signaling products; and installation accessories, including wiring accessories, extension cords, multi-outlet units, cable ties and fasteners, and connection boxes and terminals; and lighting products and accessories, as well as bulkhead lights and wall lights. In addition, the company offers single-phase UPS, three-phas",Electrical Equipment & Parts,0.147,0.50189996,10106600448.0,A,building electrical infrastructure lowers energy cost per outcome,1970899968.0,7724400128.0,1031037504.0,1567399936.0,10106600448.0,0.147,0.50189996,0.19048001,102.554,1310627185.0,1299316850.0,40931.0,0.085,22,,,41730371584.0,46
BSX,Boston Scientific Corporation Common Stock,49.86,72258584576.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,20,46,,,,Medical Devices,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. The company operates in two segments, MedSurg and Cardiovascular. It offers devices to diagnose and treat a range of gastrointestinal conditions, such as resolution clips, biliary stent systems, stents and electrocautery enhanced delivery systems, SpyGlass, single-use scopes used for diagnostic and therapeutic procedures in the pancreaticobiliary system, in endoscopic retrograde cholangiopancreatography procedures, and single-use duodenoscopes, as well as endoluminal surgery and infection prevention products; devices to treat urological conditions, including ureteral stents, catheters, baskets, guidewires, urinary and bowel dysfunction, sheaths, balloons, single-use digital flexible ureteroscopes, holmium laser systems, penile implants, artificial urinary sphincter, laser system, and hydrogel systems; and devices to treat neurological movement disorders and manage chronic pain, such as spinal cord stimulator systems, radiofrequency ablation, and intraosseous nerve ablation and deep brain stimulation systems. The company also provides technologies for diagnosing and treating a range of diseases and abnormalities of the heart; WATCHMAN FLX, a left atrial appendage closure (LAAC) device; and implantable devices that monitor the heart and deliver electricity to treat cardiac abnormalities, such as cardioverter and cardiac resynchroniza",Medical Devices,0.075,0.69189,20995999744.0,A,minimally invasive interventional devices at scale,539000000.0,12624000000.0,2451375104.0,4528999936.0,20995999744.0,0.075,0.69189,0.22895999,50.151,1449229526.0,1444954299.0,59000.0,0.151,20,,,72258584576.0,46
RMD,ResMed Inc. Common Stock,236.59,34128652288.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,20,46,,,,Medical Instruments & Supplies,"ResMed Inc. engages in the digital health and cloud-connected medical devices business in the United States and internationally. It operates in two segments, Sleep and Breathing Health, and Residential Care Software. The company offers sleep recorders for the diagnosis and titration of sleep apnea in sleep clinics, hospitals, and at home, including ApneaLink Air, a portable diagnostic device that measures oximetry, respiratory effort, pulse, nasal flow, and snoring; NightOwl, a portable, cloud-connected, and disposable diagnostic device that measures AHI based on derived peripheral arterial tone, actigraphy, and oximetry; and EasyCare Tx, a sleep lab solution. It also provides AirView, a cloud-based system that enables remote monitoring and changing of patients' device settings; myAir, a personalized therapy management application for patients with sleep apnea that provides support, education, and troubleshooting tools for increased patient engagement and improved compliance; and connectivity module which provides a cellular connection between compatible ventilation devices and AirView system. In addition, the company offers Brightree solutions which are solutions and services for organizations in home medical equipment and pharmacy, orthotic and prosthetic, and home infusion; HEALTHCAREfirst solutions that offers electronic health record, software, billing and coding services, and advanced analytics that enables home health and hospice agencies to optimize clinical, financia",Medical Instruments & Supplies,0.086,0.61618,5653443072.0,A,sleep-apnea therapy at scale reducing chronic complications,1469234048.0,825918976.0,939248256.0,1805828992.0,5653443072.0,0.086,0.61618,0.30857,12.542,144252306.0,143368039.0,11370.0,0.024,20,,,34128652288.0,46
TDVXF,Dynavox Group AB (publ),6.65,705334080.0,,Healthcare,,otc,health,26,18,44,,,,Medical Instruments & Supplies,"Dynavox Group AB (publ), through its subsidiaries, engages in the development and sale of assistive technology products for customers with communication disabilities. The company offers custom designed augmentative and alternative communication (AAC) solutions that enable people with disabilities, such as cerebral palsy, ALS, autism, and spinal cord injury, to communicate on their own. Its communication solutions include language, software, hardware, funding, support, and training. The company operates in Sweden, Norway, Denmark, Belgium, the United States, Germany, France, China, the United Kingdom, Ireland, Australia, and New Zealand. The company was formerly known as Tobii Dynavox AB (publ) and changed its name to Dynavox Group AB (publ) in July 2024. Dynavox Group AB (publ) was incorporated in 2012 and is headquartered in Stockholm, Sweden.",Medical Instruments & Supplies,0.111,0.68906,,A,assistive communication devices restore function for disabled,,,178287504.0,,,0.111,0.68906,0.0,154.979,106065270.0,101374228.0,1085.0,1.556,20,,,705334080.0,46
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,417.41,2164886077440.0,Taiwan,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Semiconductors,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides various wafer fabrication processes, such as processes to manufacture complementary metal- oxide-semiconductor (CMOS) logic, mixed-signal, radio frequency, embedded memory, bipolar CMOS mixed-signal, and others. The company also involved in providing customer and engineering support services; manufacturing of masks; investment in technology start-up companies; research, designing, developing, manufacturing, packaging, testing, and sale of color filters; and investment activities. Its products are used in high performance computing, smartphones, Internet of things, automotive, and digital consumer electronics. Taiwan Semiconductor Manufacturing Company Limited was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.",Semiconductors,0.36,0.6423,4440492343296.0,A,dominant foundry compresses global chip cost per function,3518010228736.0,1068558516224.0,730826014720.0,2634679058432.0,4440492343296.0,0.36,0.6423,0.60344005,16.504,5186474013.0,37842588894.0,76907.0,0.774,24,,,2164886077440.0,46
TOELY,Tokyo Electron Limited,173.3,157459300352.0,,Technology,,otc,infrastructure,22,20,42,,,,Semiconductor Equipment & Materials,"Tokyo Electron Limited, together with its subsidiaries, develops, manufactures, and sells semiconductor production equipment in Japan, South Korea, Taiwan, China, North America, Europe, and internationally. The company provides coaters/developers, plasma etch systems, cleaning systems, deposition systems, test systems, 3D integration systems, SiC Epitaxial CVD systems, and gas cluster beam systems, as well as other deposition and lithography and other products. It also offers engineering services; spare parts/repairs; upgrades/modification; and used products, as well as display production equipment. The company was incorporated in 1951 and is based in Tokyo, Japan.",Semiconductor Equipment & Materials,0.333,0.45562,2626335014912.0,A,top-tier chip equipment cost-per-device compression,409607995392.0,0.0,297172500480.0,583521992704.0,2626335014912.0,0.333,0.45562,0.28866,,908593712.0,878586157.0,20236.0,0.404,24,,,157459300352.0,46
GNSPF,GenusPlus Group Ltd,6.91,1404924672.0,,Industrials,,otc,shelter,22,18,40,,,,Engineering & Construction,"GenusPlus Group Ltd engages in the construction and maintenance of transmission and distribution power lines and substations in Australia. It operates through Infrastructure, Services, and Energy and Engineering segments. The company builds, upgrades, and maintains distribution networks; and network augmentation, as well as provision of high-voltage substations, transmission infrastructure, and grid connection process support services. It also delivers electrical and infrastructure solutions for wind farms; renewable grid integration; balance-of-plant infrastructure; and substations that connect solar, wind, and storage projects, as well as constructs and commissions BESS projects. In addition, the company provides track construction and maintenance, rail signalling and electrical systems, rail communication and control, rail operations, safe working, and track protection, and workforce solutions to rail infrastructure; electrical and instrumentation services to to mining and oil and gas sectors; high and low voltage installations for industrial projects; shutdowns and upgrades; engineering, procurement, and construction solutions; and HVAC solutions. Additionally, it designs and constructs wireless networks and fibre and fixed networks; and provision of large-scale telecommunications deployment, network maintenance, and field services; asset life management, emergency response, and inspection and monitoring services; vegetation clearance, vegetation management, and environme",Engineering & Construction,0.781,0.72328,1281504384.0,A,power grid construction and renewable integration; fast growth,390596480.0,96195896.0,133191568.0,193990864.0,1281504384.0,0.781,0.72328,0.049429998,24.163,203317612.0,80404414.0,,0.068,24,,,1404924672.0,46
VOSSY,Vossloh AG,7.07,1365966208.0,,Industrials,,otc,transport,27,18,45,,,,Railroads,"Vossloh AG provides rail infrastructure products and services in Germany and internationally. It operates through three segments: Core Components; Customized Modules; and Lifecycle Solutions. The company provides rail fasteners for heavy-haul and high-speed lines, as well as manufacturers concrete and switch ties, and concrete elements for slab tracks and level crossing systems. It also manufactures, installs, and maintains switches and crossings, related control and monitoring systems for light-rail and high-speed applications. The company is involved in rail trading, long-rail unloading at construction sites, welding new rails, reconditioning old rails, on-site welding, rail replacement, rail grinding/milling, rail inspection, and construction site supervision activities, as well as organizes and monitors rail shipments to construction sites; and enables on-site availability of the unloading systems. In addition, the company develops AI-powered railway inspections management software. The company was founded in 1883 and is headquartered in Werdohl, Germany.",Railroads,0.193,0.26504,1470700032.0,A,rail fasteners switches maintenance harden rail infrastructure,187400000.0,754400000.0,63575000.0,154200000.0,1470700032.0,0.193,0.26504,0.067490004,83.249,193205970.0,96429100.0,5588.0,-0.424,19,,,1365966208.0,46
DLEGF,Delta Electronics (Thailand) Public Company Limited,8.0,100448485376.0,,Industrials,,otc,energy,24,20,44,,,,Electrical Equipment & Parts,"Delta Electronics (Thailand) Public Company Limited, together with its subsidiaries, researches and develops, manufactures, and distributes electronic products. The company operates through four segments: Power Electronics, Mobility, Infrastructure, and Automation. It offers inductors, RF inductors, transformers, networking products, EMI filters, solenoids, current sensing resistors, and power modules; power and system products, such as USB socket outlets, medical power, industrial power supplies, industrial battery charging, high voltage power, embedded power, and adapters; DC brushless fans and blowers, motors, thermal management products, cabinet thermal solutions, indoor air quality solutions, and automotive fans; EV powertrain systems; and display and visualization, mobile power, industrial power, and medical power products, as well as healthcare devices. The company also provides building automation products comprising building management and control system, LED lighting, smart surveillance, indoor air quality, healthy lighting, and building energy management system products; industrial automation products; data center, telecom power systems, networking systems, and UPS and datacenter infrastructure solutions; EV charging and energy storage systems, renewable energy, industrial battery charging, healthcare devices, industrial equipment, energy IoT, and display and visualization products; and visual display and smart education solutions. In addition, it offers industrial",Electrical Equipment & Parts,0.474,0.29038,238129168384.0,A,power electronics cut energy losses across infrastructure and mobility,18196889600.0,4281541120.0,6131665920.0,30685278208.0,238129168384.0,0.474,0.29038,0.09873,4.062,0.0,4720092027.0,,0.324,21,,,100448485376.0,45
WSIOF,Wasion Holdings Limited,2.255,2342921984.0,,Industrials,,otc,energy,24,20,44,,,,Electrical Equipment & Parts,"Wasion Holdings Limited, an investment holding company, engages in the research and development, production, and sale of energy metering and energy efficiency management solutions for energy supply industries. The company operates through three segments: Smart grid solutions, AI-integrated energy efficiency solutions, and Digital energy services. Its Smart grid solutions segment offers power metering infrastructure to provides full-stack intelligent solutions for power grid planning, operation, monitoring, maintenance, and optimization by leveraging intelligence technologies, such as artificial intelligence and machine learning. The AI-integrated energy efficiency solutions segment is involved in the manufacture, sale of communications and fluid metering products with deeply integrates digitalization and intelligent technologies, incorporates AI algorithms, and provides customers with comprehensive energy efficiency analysis, management, and optimization services. Its Digital energy services offer manufacturing, sales of integrated solutions for data centers, smart distribution network, and new energy storage related powering digitalization and intelligentization of the energy ecosystem. It is also involved in the development, manufacture and sale of energy saving products, water, gas and heat meters, switchgears, electronic components, smart distribution devices, and related services; and trading of power meters. It operates in the People's Republic of China, Africa, the Uni",Electrical Equipment & Parts,0.142,0.35707,10073525248.0,A,smart metering optimizes grid operation and efficiency,3015241984.0,2508974080.0,307977888.0,1407697024.0,10073525248.0,0.142,0.35707,0.17754999,30.172,1038989675.0,475293534.0,5448.0,0.643,21,,,2342921984.0,45
DAR,Darling Ingredients Inc. Common Stock,62.58,9875306496.0,United States,Consumer Staples,Packaged Foods,exchange,food,26,20,46,,,,Packaged Foods,"Darling Ingredients Inc. develops, produces, and sells sustainable natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The Feed Ingredients segment collects and processes animal by-products into non-food grade oils and protein meals; bakery residuals into cookie meal used in poultry and swine rations; used cooking oil into non-food grade fats; and porcine and bovine blood into blood plasma powder and hemoglobin. This segment is also involved in the processing of selected portions of slaughtered animals into pet food, as well as of cattle hides and hog skins; production of organic fertilizers; rearing and processing of black soldier fly larvae into specialty proteins and fats for use in animal feed and pet food; and grease trap collection services to food service establishments. Its Food Ingredients segment engages in the purchase and processing of beef and pork bone chips, beef hides, and pig and fish skins into collagen; collection and processing of porcine and bovine intestines into natural casings; extraction and processing of porcine mucosa into crude heparin; collection and refining of animal fat into food grade fat; and processing of bones to bone chips and bone ash. The Fuel Ingredients segment is involved in the conversion of organic sludge and food waste into biogas; collection and conversion of fallen stock and certain animal by-products into low-grade energy sources; and processing of manur",Packaged Foods,0.164,0.26333,6548663808.0,A,renders food waste into ingredients circular recovery,163742000.0,4171198976.0,219643008.0,1351406976.0,6548663808.0,0.164,0.26333,0.12892,78.609,157802916.0,155637860.0,15000.0,29.14,19,,,9875306496.0,45
ICCC,ImmuCell Corporation Common Stock,9.84,89368816.0,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,exchange,health,26,12,38,,,,Biotechnology,"ImmuCell Corporation, an animal health company, develops, manufactures, and sells products that improves the health and productivity of dairy and beef cattle in the United States and internationally. It operates through two segments, Scours and Mastitis. The company offers First Defense, an orally delivered scours preventive product for calves with claims against E. coli, coronavirus, and rotavirus; and Tri-Shield First Defense, a passive antibody product for the treatment of E. coli, coronavirus, and rotavirus. It also provides California Mastitis Test, a quick on-farm diagnostic that is used to detect somatic cell counts in milk, as well as to determine, which quarter of the udder is mastitic; and Dual-Force First Defense, a bivalent gel tube formulation. In addition, the company developing Re-Tain Drug Product, a Nisin-based intramammary treatment of subclinical mastitis in lactating dairy cows. It sells its products through animal health distributors. ImmuCell Corporation was incorporated in 1982 and is based in Portland, Maine.",Biotechnology,0.115,0.40319002,30675528.0,A,calf disease prevention boosts dairy-beef productivity,8860205.0,12447535.0,3082192.0,5892060.0,30675528.0,0.115,0.40319002,0.26926002,39.674,9082197.0,6032214.0,73.0,2.599,19,,,89368816.0,45
HYPR,Hyperfine Inc. Class A Common Stock,0.8698,92241128.0,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,exchange,health,25,12,37,,,,Medical Devices,"Hyperfine, Inc., a health technology company, engages in the production, supply, service, and commercialization of magnetic resonance imaging (MRI) products. Its Swoop Portable MR Imaging System produces images at a lower magnetic field strength than conventional MRI scanners. The company also offers support and technical assistance services, as well as Hyperfine Image Viewer, a cloud picture archiving and communication system. It serves intensive care units, neurology offices, emergency departments, and comprehensive and primary stroke accredited facilities through direct sales and distributors in the United States, Canada, the United Kingdom, other European and Middle Eastern markets, Australia, and New Zealand. The company was founded in 2014 and is based in Guilford, Connecticut.",Medical Devices,0.448,0.51405996,16537000.0,A,portable low-field MRI decentralizes affordable imaging,43458000.0,13413000.0,-17161376.0,-27065000.0,16537000.0,0.448,0.51405996,-2.16931,36.49,90993381.0,86421181.0,102.0,,20,,,92241128.0,45
ENGCF,engcon AB (publ),8.5,1293571072.0,,Industrials,,otc,food,23,18,41,,,,Farm & Heavy Construction Machinery,"engcon AB (publ) engages in the design, production, and sale of excavator tools in Sweden, Denmark, Norway, Finland, rest of Europe, North and South America, Japan, South Korea, Australia, New Zealand, and internationally. The company offers control systems; track and wheel control products; DC2, a proportional control system with remote support; MIG2, an integrated hand support joystick; EC-Oil, an automatic hydraulic coupling; positioning systems; locking systems; Q-Safe Light Module, a control system of warning light and sound modules; and attachment brackets. It also provides hydraulic tools, such as detachable grippers and sweepers, stone and sorting grabs, timber and combi grabs, grapple saws, sweeper rollers, pallet forks, and compactors; and mechanical tools, including cable and grading buckets, deep-digging buckets, riddle buckets, water/sewerage buckets, pallet forks, rippers, tarmac cutters, and grading beams. The company's products have applications in pipes, water and sewage works, railway engineering works, electrical works, and road construction activities, as well as construction and landscaping works. engcon AB (publ) was founded in 1990 and is headquartered in Strömsund, Sweden.",Farm & Heavy Construction Machinery,0.121,0.39609,,A,excavator tiltrotators boost machine productivity and fuel efficiency,,,188750000.0,,,0.121,0.39609,0.0,29.838,116840049.0,49186386.0,450.0,0.222,21,,,1293571072.0,44
CRMD,CorMedix Inc. Common Stock,8.56,667203392.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,,Biotechnology,"CorMedix Inc., a biopharmaceutical company, focuses on developing and commercializing therapeutic products for life-threatening diseases and conditions in the United States. Its lead product candidate is DefenCath, an antimicrobial catheter lock solution to reduce the incidence of catheter-related bloodstream infections in adult patients with kidney failure. CorMedix Inc. was formerly known as Picton Holding Company, Inc. and changed its name to CorMedix, Inc. in January 2007. The company was incorporated in 2006 and is based in Parsippany, New Jersey.",Biotechnology,1.565,0.90212,462248992.0,A,catheter lock prevents costly dialysis bloodstream infections,256692000.0,147455008.0,178142656.0,253936992.0,462248992.0,1.565,0.90212,0.42097,31.997,77944324.0,66024299.0,191.0,0.067,24,,,667203392.0,44
IOT,Samsara Inc. Class A Common Stock,38.3443,22807272609.0,United States,Technology,EDP Services,exchange,software:health,20,20,40,desc,,,Software - Infrastructure,"Samsara Inc. provides solutions to connect physical operations data to its connected operations platform in the United States and internationally. The company's Connected Operations Platform includes Data Platform, which ingests, aggregates, and enriches data from its IoT devices and a growing ecosystem of connected assets and third-party systems, and which has embedded capabilities for AI, workflows and analytics, alerts, API connections, and data security and privacy. Its applications include video-based safety; and telematics, which provides visibility into real-time vehicle location and diagnostics with GPS tracking, routing and dispatch, fuel management, driver recognition, electric vehicle usage and charge planning, preventative maintenance, and insights to manage fuel and energy costs. The company also provides site visibility that provides remote visibility into sites to enhance onsite security, safety, and incident response times. It serves transportation, construction, wholesale and retail trade, field services, logistics, manufacturing, utilities and energy, government, healthcare and education, food and beverage, and other industries. The company was incorporated in 2015 and is headquartered in San Francisco, California.",Software - Infrastructure,0.305,0.76298,1730594944.0,A,telematics cuts fuel and accidents in transport fleets,804318976.0,69020000.0,242680256.0,265011008.0,1730594944.0,0.305,0.76298,0.01503,4.578,,359252420.0,4100.0,,24,,,22807272609.0,44
WTCHF,WiseTech Global Limited,31.075,10450606080.0,,Technology,,otc,software:transport,20,20,40,desc,,,Software - Application,"WiseTech Global Limited operates as a developer and provider of software solutions for logistics, global trade, and supply chain industries in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. It operates in two segments, WTG ex. e2open and e2open. The company offers various software solutions for forwarding and customs, landside logistics, digital documents, TMS, specialist WMS, carrier and rates, and enterprise. Its software enables logistics service providers to execute logistics transactions and manage operations on one database across multiple users, functions, offices, corporations, currencies, countries, and languages. WiseTech Global Limited was incorporated in 1994 and is based in Alexandria, Australia.",Software - Application,0.764,0.81115997,1069699968.0,A,logistics execution software compresses global freight cost,358400000.0,2419599872.0,333049984.0,389900000.0,1069699968.0,0.764,0.81115997,0.29448998,132.945,336302688.0,189614582.0,7000.0,-0.362,24,,,10450606080.0,44
TTAN,ServiceTitan Inc. Class A Common Stock,89.095,8552392704.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software:water,22,20,42,desc,,,Software - Application,"ServiceTitan, Inc. provides an end-to-end cloud-based software platform in the United States, Armenia, and Canada. Its platform connects and manages a range of business workflows, such as advertising, job scheduling and management, dispatching, generating estimates and invoices, payment processing and others. The company offers ServiceTitan, a platform for contractors; FieldRoutes, pest control software; and Aspire, a business management software that offers real-time reports, precise data, accurate job costing for the landscape and clean industries. In addition, the company offers FinTech products that include payment processing and third-party financing solutions. It serves HVAC, plumbing, electrical, garage door, chimney sweep, roofing, irrigation, water treatment, septic, painting, pool service, landscape, lawn care, pest control, air duct cleaning, commercial food equipment, audio visual, alarm, appliance repair, residential remodeling, locksmith, refrigeration, handyman, gutter, siding, dock and door, fire and life safety industries. The company was formerly known as Linxlogic, Inc. and changed its name to ServiceTitan, Inc. in June 2014. The company was incorporated in 2007 and is based in Glendale, California.",Software - Application,0.246,0.71081,1014097024.0,A,trades software runs home HVAC plumbing services efficiently,421531008.0,51048000.0,163445872.0,123136000.0,1014097024.0,0.246,0.71081,-0.09583,3.271,82746425.0,65262438.0,3414.0,,22,,,8552392704.0,44
