ticker,sector,industry,summary,cap,price,revGrowth,grossM,cash,debt,fcf,revenue
IPSC,Healthcare,Biotechnology,"Century Therapeutics, Inc., a biotechnology company, engages in the development of allogeneic cell therapies for the treatment of solid tumor, hematological malignancies, and autoimmune diseases. Its lead product candidate is CNTY-813, an iPSC-derived beta islet cell replacement therapy engineered with Allo-Evasion 5.0 for the treatment of type 1 diabetes. The company is also involved in the development of CNTY-308, a CD19-targeted CD4+/CD8+ CAR-iT cell therapy engineered with Allo-Evasion 5.0 a",389311968.0,2.15,,0.0,119712000.0,38666000.0,-50405624.0,0.0
CHRS,Healthcare,Biotechnology,"Coherus Oncology, Inc., a biopharmaceutical company, researches, develops, and commercializes immunotherapies to treat cancer in the United States. The company develops UDENYCA, a biosimilar to Neulasta, a long-acting granulocyte-colony stimulating factor; LOQTORZI, a novel next-generation programmed death receptor-1 inhibitor; and Casdozokitug, an investigational recombinant human immunoglobulin isotype (IgG1) monoclonal antibody targeting interleukin IL-27. It also develops CHS-114, an investi",212438816.0,1.375,0.395,0.68955004,105306000.0,54177000.0,-160150752.0,50936000.0
CMPX,Healthcare,Biotechnology,"Compass Therapeutics, Inc., a clinical-stage oncology-focused biopharmaceutical company, develops antibody-based therapeutics for the treatment of various human diseases in the United States. The company's lead product candidate, tovecimig, is a bispecific antibody that targets delta-like ligand 4 (DLL4) and vascular endothelial growth factor A (VEGF-A), which are critical to angiogenesis and tumor vascularization. It also develops CTX-471, an IgG4 monoclonal antibody that is an agonist of CD137",434912320.0,2.415,,0.0,179879008.0,9633000.0,-31361124.0,
CGEN,Healthcare,Biotechnology,"Compugen Ltd., a clinical-stage therapeutic discovery and development company, engages in the research, development, and commercialization of therapeutics and product candidates in Israel, the United States, and Europe. The company's pipeline consists of COM701, an immuno-oncology pipeline program with an anti-PVRIG antibody; COM902, a therapeutic anti-TIGIT antibody, are in Phase 1 clinical trials and have been evaluated for the treatment of solid tumors as a monotherapy and in combination of P",270911040.0,2.86,1.07,0.86887,125300000.0,3023000.0,22217000.0,74001000.0
CNTB,Healthcare,Biotechnology,"Connect Biopharma Holdings Limited operates as a clinical-stage biopharmaceutical company in the United States. It develops rademikibart, a human monoclonal IgG4 antibody directed against IL-4Ra in two Phase 2 trials for the treatment of acute exacerbations of asthma and chronic obstructive pulmonary disease (COPD). The company was founded in 2012 and is headquartered in San Diego, California.",150508608.0,2.39,56.667,1.0,31486000.0,596000.0,-34712752.0,2953000.0
CRBP,Healthcare,Biotechnology,"Corbus Pharmaceuticals Holdings, Inc., a clinical stage company, develops and commercializes therapeutics for cancer and obesity. Its pipeline includes CRB-701, an antibody drug conjugate that targets the expression of Nectin-4 on cancer cells to release a cytotoxic payload of monomethyl auristatin E; and CRB-913, a peripherally restricted cannabinoid type-1 receptor inverse agonist for the treatment of obesity. The company was incorporated in 2009 and is headquartered in Norwood, Massachusetts.",216622464.0,11.2,,0.0,117941000.0,4264000.0,-49618124.0,
COYA,Healthcare,Biotechnology,"Coya Therapeutics, Inc., a clinical-stage biotechnology company, engages in the development of proprietary therapies to enhance the function of regulatory T cells (Tregs). Its candidate product pipeline is based on therapeutic modalities, such as Treg-enhancing biologics, Treg-derived exosomes, and autologous Treg cell therapy. The company develops COYA 302, a biologic combination for subcutaneous administration intended to enhance Treg function while depleting T effector function and activated ",115764480.0,4.935,0.49,-1.08682,43181000.0,0.0,-11967820.0,8019145.0
CUE,Healthcare,Biotechnology,"Cue Biopharma, Inc., a clinical-stage therapeutics company, focuses on developing various therapies for immunological disorders. The company's lead asset is CUE-221, an anti-IgE antibody with a dual-mechanism of action currently in Phase 2 development for allergic diseases. It also developed the Immuno-STAT platform, which targets disease-specific T cells in vivo without broad immune modulation. The company's lead autoimmune candidate is CUE-401, a bifunctional IL-2 and TGF-B program that is adv",193887216.0,26.69,1.667,-0.9915,17414000.0,3077000.0,-33425750.0,37655000.0
CPIX,Healthcare,Drug Manufacturers - Specialty & Generic,"Cumberland Pharmaceuticals Inc., a specialty pharmaceutical company, focuses on the acquisition, development, and commercialization of prescription products. The company offers Acetadote, an injection for the treatment of acetaminophen poisoning; Caldolor, an injection for the treatment of pain and fever; Kristalose, a prescription laxative oral solution for the treatment of constipation; Sancuso, a transdermal patch for the prevention of nausea and vomiting in patients receiving chemotherapy tr",136496096.0,9.11,-0.563,0.84950995,3862402.0,4714184.0,-191169.0,44304312.0
CYPH,Financial Services,Asset Management,"Cypherpunk Technologies Inc., a privacy technology company, implements a digital asset strategy anchored by Zcash in the United States. The company is involved in identifying, developing, investing in, acquiring, and building privacy-enhancing technologies; and accumulating digital assets, such as ZCash. It also develops biomarker-targeted antibody therapies for patients with cancer and other diseases comprising DKN-01, a monoclonal antibody that inhibits Dickkopf-related protein 1, which has co",179966512.0,1.67,,0.0,7624000.0,38000.0,-146243504.0,
DMAC,Healthcare,Biotechnology,"DiaMedica Therapeutics Inc., a clinical stage biopharmaceutical company, focuses on improving the lives of people suffering from severe ischemic diseases. Its lead candidate is DM199, a pharmaceutically active recombinant form of the human tissue kallikrein-1 protein, which is in Phase 2/3 trials for the treatment of acute ischemic stroke, as well as in Phase 2 to treat preeclampsia, cardio renal disease, and fetal growth restriction. The company develops DM300, which is a recombinant human ulin",362919936.0,6.73,,0.0,43504000.0,185000.0,-17649250.0,
ELDN,Healthcare,Biotechnology,"Eledon Pharmaceuticals, Inc. operates as a clinical stage biotechnology company. It uses its immunology expertise in targeting the CD40 Ligand (CD40L) pathway to develop therapies to protect transplanted organs and prevent rejection, and to treat amyotrophic lateral sclerosis (ALS). The company's lead compound in development is tegoprubart, an IgG1 and anti-CD40L antibody with high affinity for CD40 Ligand, a biological target with therapeutic potential. It is also developing its products for th",274256384.0,3.375,,0.0,88756000.0,467000.0,-45104500.0,
EBS,Healthcare,Drug Manufacturers - Specialty & Generic,"Emergent BioSolutions Inc., a life sciences company, provides preparedness and response solutions for accidental, deliberate, and naturally occurring public health threats in the United States, Canada, and internationally. It operates through Commercial Products, MCM Products, and All Other Revenues segments. The company offers ACAM2000, a smallpox and mpox vaccine; Anthrax Immune Globulin Intravenous (ANTHRASIL), a polyclonal antibody therapeutic for the treatment of inhalational anthrax; Botul",299436288.0,5.84,0.663,0.4939,139700000.0,588200000.0,37500000.0,770200000.0
ENTA,Healthcare,Biotechnology,"Enanta Pharmaceuticals, Inc., a biotechnology company, discovers and develops small molecule drugs for virology and immunology indications. The company's product pipeline comprises EDP-514, which is in phase 1b clinical development for the treatment of chronic infection with hepatitis B virus or HBV; zelicapavir and EDP-323, which is in phase II clinical development for the treatment of respiratory syncytial virus; EDP-235, which is in phase II clinical development for the treatment of human cor",415036992.0,14.25,-0.216,1.0,189506000.0,182040000.0,-22656876.0,65258000.0
ENGN,Healthcare,Biotechnology,"enGene Therapeutics Inc., through its subsidiary enGene, Inc., operates as a clinical-stage biotechnology company in Canada. The company develops genetic medicines to help patients suffering from bladder cancer. Its lead product candidate is detalimogene voraplasmid, a monotherapy for the treatment of non-muscle invasive bladder cancer (NMIBC). Its pipeline includes LEGEND, which is in Phase 2. The company was formerly known as enGene Holdings Inc. and changed its name to enGene Therapeutics Inc",128954712.0,1.925,,0.0,258464992.0,33351000.0,-69263752.0,
TRDA,Healthcare,Biotechnology,"Entrada Therapeutics, Inc., is a clinical-stage biopharmaceutical company aiming to transform the lives of patients by establishing a new class of medicines that engage intracellular targets that have long been considered inaccessible. The Company's Endosomal Escape Vehicle, therapeutic candidates are based on a novel therapeutic; a robust development portfolio of genetic medicines for the potential treatment of neuromuscular and inherited retinal diseases. Its preclinical product includes ENTR-",275476928.0,7.075,-0.539,0.0,223004992.0,48544000.0,-77671624.0,4686000.0
EQ,Healthcare,Biotechnology,"Equillium, Inc., a clinical-stage biotechnology company, develops therapeutics to treat severe autoimmune and inflammatory, or immuno-inflammatory disorders in the United States. The company develops EQ504, a novel AhR modulator that is in preclinical-stage for the treatment of ulcerative colitis and lung inflammation diseases. It also develops EQ302, a bi-specific inhibitor of IL-15 and IL-21 formulated for oral delivery for the treatment of celiac diseases. The company was formerly known as At",152813472.0,2.41,,0.0,57164000.0,584000.0,-14297125.0,
EPRX,Healthcare,Biotechnology,"Eupraxia Pharmaceuticals Inc., a clinical-stage biotechnology company, focuses on the development of products to address therapeutic areas with unmet medical need. Its proprietary Diffusphere technology optimizes drug delivery for applications with significant unmet medical need. The company's product portfolio includes EP-104IAR, which is in Phase III clinical trial for the treatment of knee osteoarthritis; EP-104GI that is in Phase II clinical trial for treating eosinophilic esophagitis; and E",486300032.0,7.36,,0.0,133660856.0,1842903.0,-18925944.0,
FATE,Healthcare,Biotechnology,"Fate Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops programmed cellular immunotherapies for cancer and immune disorders in the United States and internationally. The company's chimeric antigen receptor (CAR)-targeted NK and T-cell product candidates include FT836 which is in preclinical stage for multiple tumor types; and FT522, to treat B-cell Lymphoma and autoimmunity. Its CAR T-cell programs include FT819 to treat systemic lupus erythematosus, FT839, to treat complex",309736032.0,2.585,0.092,0.0,153770000.0,75675000.0,-48659248.0,6491000.0
FENC,Healthcare,Biotechnology,"Fennec Pharmaceuticals Inc. operates as a commercial stage biopharmaceutical company in the United States. The company's product candidate includes PEDMARK, a formulation of sodium thiosulfate for the prevention of cisplatin-induced ototoxicity pediatric patients. It sells its products through regional pediatric oncology specialists and medical science liaisons. Fennec Pharmaceuticals Inc. has collaboration with Tampa General Hospital Foundation, Inc. for evaluation of clinical utility of sodium",422208608.0,12.04,0.852,0.93727,41249000.0,0.0,1070750.0,59221000.0
FHTX,Healthcare,Biotechnology,"Foghorn Therapeutics Inc., a clinical-stage biopharmaceutical company, engages in the discovery and development of medicines targeting genetically determined dependencies within the chromatin regulatory system in the United States. The company uses its proprietary Gene Traffic Control platform to identify, validate, and potentially drug targets within the system. It is developing therapies for mutant; non-small cell lung; endometrial, cervical, ovarian, and bladder cancer; and diffuse large B-ce",394912352.0,6.65,1.127,-1.14568,167582000.0,43102000.0,-51954876.0,36739000.0
FULC,Healthcare,Biotechnology,"Fulcrum Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops small molecules to improve the lives of patients with genetically defined diseases in the areas of high unmet medical need in the United States. Its clinical-stage product candidate is pociredir, a fetal hemoglobin inducer, which is in phase 1b clinical trial for the treatment of sickle cell disease and beta-thalassemia. The company also discovers programs for the treatment of diamond-blackfan anemia, Bone Marrow Fa",294125920.0,3.855,,0.0,318840000.0,5278000.0,-37373876.0,
GALT,Healthcare,Biotechnology,"Galectin Therapeutics Inc., a clinical stage biopharmaceutical company, engages in drug development to create new therapies for fibrotic disease and cancer. The company's lead product candidate is belapectin (GR-MD-02), a galectin-3 inhibitor, which is in a Phase 2 clinical study in MASH patients with advanced fibrosis and a second Phase 2b clinical trial in MASH patients with compensated cirrhosis and portal hypertension. It has a joint venture co-owned by SBH Sciences, Inc. to research and dev",415500544.0,4.12,,0.0,13269000.0,143955008.0,-14858125.0,
GNLX,Healthcare,Biotechnology,"Genelux Corporation, a clinical-stage biopharmaceutical company, focuses on developing oncolytic viral immunotherapies for patients suffering from aggressive and/or difficult-to-treat solid tumor types. Its lead product candidate is Olvi-Vec (olvimulogene nanivacirepvec), a proprietary modified strain of the vaccinia virus indicated for the treatment of ovarian cancer. It also offers CHOICE, a technology and discovery and development platform; and developed an extensive library of isolated and e",123067312.0,2.72,,1.0,18670000.0,2420000.0,-15252750.0,8000.0
DNA,Healthcare,Biotechnology,"Ginkgo Bioworks Holdings, Inc., together with its subsidiaries, develops a platform for cell engineering in the United States. It operates through the Cell Engineering and Biosecurity segments. The company offers cell engineering research and development solutions, as well as cell engineering tools comprising functional genomics, antibody developability, and small molecule developability, artificial intelligence models, and reconfigurable automation cart systems on its platform for use in the re",492930848.0,7.32,-0.485,0.68042,302163008.0,404112992.0,-72398248.0,132421000.0
GLSI,Healthcare,Biotechnology,"Greenwich LifeSciences, Inc., a clinical-stage biopharmaceutical company, develops novel cancer immunotherapies for breast cancer and other HER2/neu-expressing cancers in the United States. Its lead product candidate is GP2, a HER2/neu transmembrane peptide, which is in Phase III clinical trial to prevent breast cancer recurrences in patients. The company also develops FLAMINGO-01, which is in Phase IIb and 3 Phase I clinical trial designed to evaluate the safety and efficacy of GLSI-100 in HER2",264648096.0,18.03,,0.0,8876353.0,0.0,-3343123.0,
HUMA,Healthcare,Biotechnology,"Humacyte, Inc., together with its subsidiaries, engages in the development and manufacture of off-the-shelf, implantable, and bioengineered human tissues for the treatment of diseases and conditions across a range of anatomic locations in multiple therapeutic areas. The company using its proprietary and scientific technology platform to engineer and manufacture human acellular vessels (HAVs) to be implanted into patient without inducing a foreign body response or leading to immune rejection. It ",190097248.0,0.6843,0.349,0.0,79903000.0,66880000.0,-58393248.0,2121000.0
IMRX,Healthcare,Biotechnology,"Immuneering Corporation, a late-stage oncology company, develops medicines for broad populations of cancer patients in the United States. The company develops IMM-1-104 (atebimetinib), a dual-MEK inhibitor that is in a Phase 3 clinical trial to treat patients with cancer, including pancreatic and non-small cell lung cancer caused by mutations of RAS or RAF; IMM-6-415 (envometinib), which is in Phase 1/2a clinical trial for the treatment of patients with solid tumors; and multiple deep cyclic inh",333191616.0,5.15,,0.0,149900320.0,3633607.0,-39351576.0,
IMUX,Healthcare,Biotechnology,"Immunic, Inc., a biotechnology company, develops a pipeline of selective oral immunology therapies for the treatment of chronic inflammatory and autoimmune diseases in the United States and Germany. Its lead development program is IMU-838, which is in Phase 3 clinical and phase 2 clinical development for patients with relapsing and progressive multiple sclerosis; and moderate-to-severe ulcerative colitis. The company also develops IMU-856, which is entering Phase 2 clinical trial, for the restor",224642512.0,16.464,,0.0,155098000.0,567000.0,-51407248.0,
INDP,Healthcare,Biotechnology,"Indaptus Therapeutics, Inc., a clinical biotechnology company, engages in the development of various anti-cancer and anti-viral immunotherapy products. Its lead clinical candidate consists of Decoy20, which is used to produce single agent activity and/or combination therapy-based durable responses of lymphoma, hepatocellular, colorectal, and pancreatic tumors, and chronic hepatitis B virus, and human immunodeficiency virus infection, as well as for the treatment of advanced solid tumors. The com",147232768.0,1.105,,0.0,11553820.0,0.0,-9672618.0,
IFRX,Healthcare,Biotechnology,"InflaRx N.V., a clinical-stage biopharmaceutical company, discovers and develops inhibitors using C5a technology in Germany and the United States. The company's C5a is an inflammatory mediator to treat variety of autoimmune and other inflammatory diseases. Its lead product candidate is vilobelimab, a a first-in-class monoclonal anti-human complement factor C5a antibody, which is in Phase 3 clinical trial for the treatment for patients suffering from early septic organ dysfunction, biological pro",365473184.0,2.48,,0.0,158514496.0,833179.0,-4312136.0,-10101.0
IKT,Healthcare,Biotechnology,"Inhibikase Therapeutics, Inc. operates as a clinical-stage pharmaceutical company that develops therapeutics to modify the course of cardiopulmonary diseases, with a primary focus on pulmonary arterial hypertension (PAH), a progressive, life-threatening disease characterized by pulmonary vascular remodeling and elevated pulmonary vascular resistance. It offers IKT-001, a novel oral prodrug of imatinib mesylate designed for the treatment of pulmonary arterial hypertension (PAH) was designed to im",343956000.0,2.465,,0.0,159018848.0,0.0,-22095724.0,
IPHA,Healthcare,Biotechnology,"Innate Pharma S.A. operates as a biotechnology company that develops immunotherapies for cancer patients in France and internationally. The company's products include Lacutamab (IPH4102), an anti-KIR3DL2 antibody, which is in Phase II clinical trials for the treatment of cutaneous T-cell and peripheral T-cell lymphoma; IPH4502, a novel and differentiated topoisomerase I inhibitor ADC conjugated to exatecan targeting Nectin-4; and Monalizumab, a dual checkpoint inhibitor that targets T Cells and ",249091776.0,2.23,-0.467,0.0,34310000.0,22573000.0,-34073624.0,9005000.0
INO,Healthcare,Biotechnology,"Inovio Pharmaceuticals, Inc., a biotechnology company, focuses on the discovery, development, and commercialization of DNA medicines to treat and protect people from diseases associated with human papillomavirus (HPV), cancer, and infectious diseases. Its DNA medicines platform uses SynCon, to help engineer precisely designed plasmid DNA plasmids, as well as CELLECTRA smart devices technology that facilitates delivery of the DNA plasmids. The company's lead product candidate is INO-3107 for HPV-",136484736.0,1.32,,0.0,36674016.0,8001989.0,-33856480.0,0.0
IVVD,Healthcare,Biotechnology,"Invivyd, Inc., together with its subsidiaries, engages in the research, development, commercialization, and sale of antibody therapies for the prevention and treatment of viral infectious diseases in the United States. The company offers Pemivibart, a half-life extended investigational monoclonal antibody for the pre-exposure prophylaxis prevention of COVID-19 in adults and adolescents through injection under the PEMGARDA brand. It also develops VYD2311, a monoclonal antibody, which is in Phase ",266402960.0,0.9038,0.212,0.92233,160080000.0,8391000.0,-69950752.0,58365000.0
DERM,Healthcare,Drug Manufacturers - Specialty & Generic,"Journey Medical Corporation, a commercial-stage pharmaceutical company that focuses on the development and commercialization of pharmaceutical products for the treatment of dermatological conditions in the United States. The company's marketed products include Qbrexza, a medicated cloth towelette for the treatment of primary axillary hyperhidrosis; Accutane, an oral isotretinoin drug to treat severe recalcitrant nodular acne; and Amzeeq, a topical formulation of minocycline for the treatment of ",212247456.0,7.52,0.233,0.65450996,25643000.0,25541000.0,-5463500.0,68181000.0
MENS,Healthcare,Biotechnology,"Jyong Biotech Ltd., a science-driven biotechnology company, engages in the development and commercialization of plant-derived drugs for the treatment of urinary system diseases in the United States, the European Union, and Asia. It develops Botreso, for the treatment of benign prostate hyperplasia/lower urinary tract symptoms; PCP for treating prostate cancer; and interstitial cystitis (IC) for the treatment of IC/bladder pain syndrome. The company was founded in 2002 and is headquartered in New",170301968.0,2.24,,0.0,1175000.0,18549000.0,4385750.0,
KMDA,Healthcare,Drug Manufacturers - Specialty & Generic,"Kamada Ltd. manufactures and sells plasma-derived protein therapeutics. Its products include KAMRAB/KEDRAB indicated as prophylaxis of rabies; CYTOGAM for prophylaxis of Cytomegalovirus disease in kidney, lung, liver, pancreas, heart, and heart/lung transplants; VARIZIG for post exposure prophylaxis of varicella; WINRHO SDF for immune thrombocytopenic purpura and suppression of rhesus isoimmunization; HEPAGAM B for prevention of hepatitis B recurrence liver transplants and post-exposure prophyla",486939616.0,8.44,0.227,0.4082,70133000.0,11801000.0,15506375.0,191848992.0
KZIA,Healthcare,Biotechnology,"Kazia Therapeutics Limited, together with its subsidiaries, operates as an oncology-focused biotechnology company in Israel. The company's lead development candidate is paxalisib, a small molecule, brain-penetrant inhibitor of the phosphoinositide-3-kinase (PI3K)/AKT/mammalian target of rapamycin (mTOR) pathway, which is in Phase II/III clinical trial for the treatment of glioblastoma; in Phase II trial to treat isocitrate dehydrogenase-mutant glioma, primary central nervous system (CNS) lymphom",164170256.0,14.367,3.124,1.0,69459984.0,98807.0,1099920.0,1898631.0
KROS,Healthcare,Biotechnology,"Keros Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops and commercializes novel therapeutics to treat patients with disorders linked to dysfunctional signaling of the transforming growth factor-beta family of proteins in the United States. It develops rinvatercept, which acts as a ligand trap and inhibits the biological effects of myostatin and activin A in Phase 1 clinical trials for Duchenne Muscular Dystrophy and Amyotrophic Lateral Sclerosis; and elritercept to target",225236848.0,11.36,,0.0,257606000.0,15724000.0,-27174500.0,15014000.0
KRRO,Healthcare,Biotechnology,"Korro Bio, Inc., a biopharmaceutical company, engages in the discovering, developing, and commercializing of genetic medicines based on editing RNA for the treatment of rare and highly prevalent diseases in the United States. The company's lead product candidate is KRRO-121 for the treatment for hyperammonemia. It uses its RNA editing platform, Oligonucleotide Promoted Editing of RNA to generate differentiated RNA editing product candidates. The company is also developing programs for Parkinson'",198207200.0,13.46,,0.0,115036000.0,42213000.0,-41390124.0,2382000.0
LRMR,Healthcare,Biotechnology,"Larimar Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing treatments for rare diseases using its novel cell penetrating peptide technology platform. Its lead product candidate is CTI-1601, which is in Phase 2 OLE clinical trial for the treatment of Friedreich's ataxia, a rare, progressive and fatal disease. The company is based in Bala Cynwyd, Pennsylvania.",426439456.0,4.105,,0.0,156267008.0,4956000.0,-94177248.0,
LENZ,Healthcare,Biotechnology,"LENZ Therapeutics, Inc. operates as a commercial pharmaceutical company that focuses on the development and commercialization of therapies to improve vision in the United States. Its product candidates include VIZZ and LNZ101 for the treatment of presbyopia in adults. LENZ Therapeutics, Inc. was formerly known as Presbyopia Therapies, Inc. and changed its name to LENZ Therapeutics, Inc. in June 2021. The company was founded in 2013 and is headquartered in Solana Beach, California.",149560848.0,4.76,0.097,0.91739,220003008.0,569000.0,-71252624.0,21475000.0
LXEO,Healthcare,Biotechnology,"Lexeo Therapeutics, Inc., a clinical stage genetic medicine company, focuses on hereditary and acquired diseases with high unmet need in the United States. Its product pipeline comprises LX2006, an AAVrh10-based gene therapy candidate, which is in phase 1/2 clinical trial to treat friedreich ataxia cardiomyopathy; LX2020, an AAVrh10-based gene therapy candidate, which is in phase 1/2 to deliver a functional plakophilin-2 (PKP2) gene to cardiac muscle for the treatment of PKP2-ACM; and LX2021, a ",412692672.0,5.03,,0.0,211703008.0,6811000.0,-58791752.0,
LFCR,Healthcare,Drug Manufacturers - Specialty & Generic,"Lifecore Biomedical, Inc., together with its subsidiaries, operates as an integrated contract development and manufacturing organization that serves customers in the United States, Belgium, the Netherlands, and internationally. It provides services in the development, manufacture, aseptic fill, and finish of formulations and highly viscous sterile injectable pharmaceutical drug or medical device products in syringes, vials, and cartridges in various modalities. The company also manufactures and ",175448944.0,4.635,,0.31367,17241000.0,156375008.0,,129464592.0
LFMD,Healthcare,Health Information Services,"LifeMD, Inc. operates as a direct-to-patient telehealth company, engages in the provision of patients access to virtual medical care and pharmacy services in the United States. It offers telehealth platform comprising Rex MD, a men's telehealth platform that provides virtual diagnosis, treatment, and prescription medications for men's health conditions, including erectile dysfunction, premature ejaculation, hair loss, insomnia, weight loss, and performance anxiety; and ShapiroMD that provides vi",157134720.0,3.26,-0.035,0.875,25141616.0,6017124.0,-14414537.0,191592464.0
LCTX,Healthcare,Biotechnology,"Lineage Cell Therapeutics, Inc., a clinical-stage biotechnology company, developing cell replacement therapies to treat serious medical conditions in the United States and internationally. The company develops OpRegen, an allogeneic retinal pigment epithelium cell replacement therapy, which is in Phase 2a clinical trial for the treatment of the age-related macular degeneration; and OPC1, an allogeneic oligodendrocyte progenitor cell therapy that is in Phase 1/2a multicenter clinical trial for th",279462752.0,1.105,-0.613,-0.57365,50829000.0,2299000.0,-14774250.0,13083000.0
LYEL,Healthcare,Biotechnology,"Lyell Immunopharma, Inc., a clinical-stage cell therapy company, develops chimeric antigen receptor (CAR) T-cell product candidates for patients with hematologic malignancies and solid tumors. The company's lead product candidate include rondecabtagene autoleucel, an autologous dual-targeting CD19/CD20 CAR T-cell therapy in development, which is in pivotal PiNACLE trial in the 3L+ setting and in a Phase 1/2 clinical trial in the 2L setting, as well as a second pivotal trial, PiNACLE-H2H, which i",363146560.0,14.8192,-0.5,1.0,204102000.0,46598000.0,-72809128.0,27000.0
MGNX,Healthcare,Biotechnology,"MacroGenics, Inc., a clinical-stage biopharmaceutical company, discovers, develops, manufactures, and commercializes antibody-based therapeutics for the treatment of cancer in the United States. The company's product pipeline includes lorigerlimab, a bispecific DART molecule that targets checkpoint inhibitors PD-1 and CTLA-4 for the treatment of mCRPC and docetaxel that is in phase 2 clinical trials, as well as for the treatment of platinum-resistant ovarian cancer and clear cell gynecologic can",261807776.0,4.11,3.78,-0.00745,173304992.0,35092000.0,-69411128.0,175142000.0
MDWD,Healthcare,Biotechnology,"MediWound Ltd., a biopharmaceutical company, develops, manufactures, and commercializes novel, bio-therapeutic, and non-surgical solutions for tissue repair and regeneration in the United States, Germany, Italy, Spain, and internationally. The company markets NexoBrid, a biopharmaceutical product for the removal of eschar in patients with deep partial- and full-thickness thermal burns to burn centers and hospitals burn units. It also develops EscharEx, a bromelain-based, bioactive enzymatic ther",163960528.0,12.7,-0.458,0.1546,35341000.0,8605000.0,-29048876.0,11863000.0
MIST,Healthcare,Biotechnology,"Milestone Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of cardiovascular medicines in the United States and Canada. It offers CARDAMYST (etripamil) nasal spray, a prescription medication for the conversion of acute symptomatic episodes of paroxysmal supraventricular tachycardia (PSVT) to sinus rhythm in adults. The company is also developing etripamil for the indication of atrial fibrillation with rapid ventricular rate (AFib-RVR). It has a ",142550192.0,1.145,,0.98037004,170608992.0,141832000.0,-41687376.0,2343000.0
NERV,Healthcare,Biotechnology,"Minerva Neurosciences, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of product candidates for the treatment of central nervous system diseases. Its lead product candidate is roluperidone, which is in Phase 3 confirmatory trial for the treatment of negative symptoms in patients with schizophrenia. Minerva Neurosciences, Inc. was incorporated in 2007 and is based in Burlington, Massachusetts.",256165648.0,5.365,,0.0,75267248.0,60000000.0,-12980941.0,
MOLN,Healthcare,Biotechnology,"Molecular Partners AG, a clinical-stage biotechnology company, designs and develops designed ankyrin repeat proteins therapeutics for the treatment of oncology diseases in Switzerland. Its product pipeline comprises MP0317, which is in Phase 2 clinical trial for the treatment of advanced solid tumors; MP053, novel tetra-specific T cell-engaging DARPin, which is phase 1 clinical trial for the treatment of acute myeloid leukemia; and MP0712, a 212Pb Radio-DARPin therapy (RDT) candidate targeting t",170458288.0,4.45,,0.0,67930000.0,3042000.0,-26499876.0,
NAKA,Financial Services,Capital Markets,"Nakamoto Inc. develops and invests in a global portfolio of Bitcoin-native companies. It offers commercial and financial infrastructure for the capital markets. The company was formerly known as Kindly MD, Inc. and change its name to Nakamoto Inc. in January 2026. Nakamoto Inc. was incorporated in 2019 and is based in Nashville, Tennessee.",127322520.0,7.115,86.801,-0.39956,19072000.0,165055008.0,-15369054.0,28400316.0
NATR,Consumer Defensive,Packaged Foods,"Nature's Sunshine Products, Inc., a natural health and wellness company, manufactures and sells nutritional and personal care products in Asia, Europe, North America, Latin America, and internationally. The company distributes general health products related to blood sugar support, bone health, cellular health, cognitive function, joint health, mood, sexual health, sleep, sports and energy, and vision; and immune products to support and strengthen the human immune system. It also offers cardiova",253639424.0,14.415,0.019,0.73163,82503000.0,21428000.0,16494750.0,492023008.0
NTHI,Healthcare,Biotechnology,"NeOnc Technologies Holdings, Inc., a clinical-stage biopharmaceutical company, focuses on developing treatments for intracranial malignancies. Its lead product candidates include NEO100, a purified form of preillyl acid that is in Phase IIa clinical trial; and NEO212, a covalently conjugated molecule combining chemotherapeutic drug temozolomide with perillyl alcohol that is in Phase I/II clinical trials for its oral administration for the treatment of primary brain cancers, such as meningioma, h",118788544.0,4.58,,1.0,1973420.0,328217.0,5401299.0,39990.0
NGEN,Healthcare,Biotechnology,"NervGen Pharma Corp., a biotechnology company, engages in the discovery, development, and commercialization of pharmaceutical treatments to promote nervous system repair in settings of neurotrauma and neurologic disease. The company's lead product candidate is NVG-291 that is in Phase 1b/2a clinical trial for the treatment of spinal cord injuries (SCI), stroke, multiple sclerosis, and Alzheimer's disease; and NVG-300, which is in a preclinical model of ischemic stroke, amyotrophic lateral sclero",224184688.0,2.085,,0.0,86789696.0,0.0,38391200.0,
NMRA,Healthcare,Biotechnology,"Neumora Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in developing therapeutic treatments for brain diseases, neuropsychiatric disorders, and neurodegenerative diseases in the United States. The company develops navacaprant (NMRA-140), a novel once-daily oral kappa opioid receptor antagonist, which is in phase 3 clinical trials for the treatment of major depressive disorder. It also develops NMRA-511 that is in Phase 1b clinical trials in patients with agitation associ",291238656.0,1.55,,0.0,116834000.0,53252000.0,-99416872.0,
