ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason
CDE,Coeur Mining Inc. Common Stock,21.59,22193116607.0,United States,Basic Materials,Precious Metals,exchange,materials,3,20,23,no-durable-need,,
CFACY,COFACE SA,17.895,2676488704.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
COFE,Coffee Inc.,0.0002,49499.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
JVA,Coffee Holding Co. Inc. Common Stock,3.46,19751753.0,United States,Consumer Staples,Packaged Foods,exchange,food,26,5,31,,,
CGECF,Cogeco Inc.,41.05,388755680.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CGEAF,Cogeco Communications Inc.,43.51,1828059392.0,,,,otc,infrastructure,15,18,33,,,
COGT,Cogent Biosciences Inc. Common Stock,36.8,6385719338.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
CCOI,Cogent Communications Holdings Inc.,9.88,506011472.0,United States,Consumer Discretionary,Telecommunications Equipment,exchange,infrastructure,20,18,38,,,
COGNY,Cogna Educação S.A.,0.4273,855427392.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
CGNSF,Cognetivity Neurosciences Ltd.,0.0001,8958.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CGNX,Cognex Corporation Common Stock,59.82,10063150228.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,
CGTX,Cognition Therapeutics Inc. Common Stock,1.03,97946558.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,12,32,binary-science-risk,,
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,63.06,28405011820.0,United States,Technology,EDP Services,exchange,software,10,20,30,enrich,,
CGNO,"CognoGroup, Inc.",0.014,1218072.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.2M < $10M - fails survivability prior (shell/nano-cap)
CGNT,Cognyte Software Ltd. Ordinary Shares,8.37,618546189.0,Israel,Technology,Computer Software: Prepackaged Software,exchange,software,12,18,30,enrich,,
COHN,Cohen & Company Inc.,11.15,36003016.0,United States,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,9,12,,,
CCII,Cohen Circle Acquisition Corp. II Class A Ordinary Shares,10.32,0.0,United States,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
CCIIU,Cohen Circle Acquisition Corp. II Unit,10.4701,0.0,United States,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,13.5,663371478.0,United States,Finance,Investment Managers,exchange,finance,2,18,20,,,
CNS,Cohen & Steers Inc Common Stock,83.01,4268501454.0,United States,Finance,Investment Managers,exchange,finance,2,20,22,,,
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,20.66,0.0,United States,Finance,Finance Companies,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,27.33,0.0,United States,Finance,Finance Companies,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,12.41,1666668063.0,United States,Finance,Trusts Except Educational Religious and Charitable,exchange,REJECT,0,18,18,fund,reject,closed-end fund/royalty trust - not an operating company
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,15.8,0.0,,Finance,Investment Managers,exchange,finance,2,2,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,20.46,1005376329.0,United States,Finance,Investment Managers,exchange,finance,2,18,20,,,
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,19.4,953289383.0,,Finance,Investment Managers,exchange,finance,2,18,20,,,
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,18.5,1022558955.0,United States,Finance,Trusts Except Educational Religious and Charitable,exchange,REJECT,0,18,18,fund,reject,closed-end fund/royalty trust - not an operating company
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,11.47,563620063.0,United States,Finance,Investment Managers,exchange,finance,2,18,20,,,
COHR,Coherent Corp. Common Stock,288.14,56427103362.0,United States,Technology,Electronic Components,exchange,infrastructure,20,20,40,,,
CHRS,Coherus Oncology Inc. Common Stock,1.37,211666323.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,15,35,binary-science-risk,,
COHTF,Cohort plc,16.465,754775360.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
COHU,Cohu Inc. Common Stock,50.61,2395798094.0,United States,Industrials,Electrical Products,exchange,energy,24,20,44,,,
CCTL,Coin Citadel,0.0001,373733.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap)
COIN,Coinbase Global Inc. Class A Common Stock,187.16,49379718509.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,
CNCK,Coincheck Group N.V. Ordinary Shares,2.16,414283622.0,Netherlands,Finance,Finance: Consumer Services,exchange,finance,4,15,19,,,
BRRR,CoinShares Bitcoin ETF,,,,,,sec_only,unknown,0,3,3,,reject,artificial scarcity (crypto)
CSHR,CoinShares PLC Ordinary Shares,5.98,788045650.0,Jersey,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,18,21,,,
CJAX,CoJax Oil & Gas Corp,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CKALF,Cokal Limited,0.06,64736940.0,,,,otc,unknown,8,6,14,enrich-if-viable,,
COLFF,Colabor Group Inc.,1e-05,1020.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CLEGF,Coles Group Limited,16.85,22631235584.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CL,Colgate-Palmolive Company Common Stock,91.33,72805794473.0,United States,Consumer Discretionary,Package Goods/Cosmetics,exchange,health-adjacent,10,20,30,,,
CRUCF,Colibri Resource Corp,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CLBZ,Collab Z Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CAII,Collective Acquisition Corp. II Class A Ordinary Shares,9.9994,0.0,United States,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
CCAQ,Collective Acquisition Corp. Class A Ordinary Shares,10.55,0.0,United States,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
CAUD,"Collective Audience, Inc.",0.0021,420000.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap)
CLLMF,Collective Metals Inc.,0.0499,3431421.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.4M < $10M - fails survivability prior (shell/nano-cap)
CNL,Collective Mining Ltd. Common Shares,16.47,1527472384.0,United States,,,exchange,unknown,8,18,26,enrich-if-viable,,
COLL,Collegium Pharmaceutical Inc. Common Stock,27.47,894302689.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,
CIGI,Colliers International Group Inc. Subordinate Voting Shares,105.55,5394008307.0,Canada,Finance,Real Estate,exchange,shelter,8,20,28,rent-extraction-risk,,
CLLFF,Collins Foods Limited,5.65,669189888.0,,,,otc,food,22,18,40,,,
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,0.29,5483380.0,Israel,Health Care,Industrial Specialties,exchange,infrastructure,16,2,18,,reject,market cap $5.5M < $10M - fails survivability prior (shell/nano-cap)
CERX,"Colombia Energy Resources, Inc.",0.0001,535.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CLBR,Colombier Acquisition Corp. III Class A Ordinary Shares,10.23,0.0,,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
CCARF,Colonial Coal International Corp.,1.5,277774592.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
IMQCF,"Colonial SFL, Socimi S. A.",5.45,3412197888.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CBAN,Colony Bankcorp Inc. Common Stock,21.18,449460039.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,
CLPBY,Coloplast A/S,7.26,16361728000.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
APEOD,Coloured Ties Capital Inc.,0.5937,4331422.0,,,,otc,finance,4,2,6,,reject,market cap $4.3M < $10M - fails survivability prior (shell/nano-cap)
CUYTY,Colruyt Group N.V.,10.95,5207830528.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CZGZF,Colt CZ Group SE,48.332,3027383040.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CLHLF,COLTENE Holding AG,61.16,365454912.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
COLB,Columbia Banking System Inc. Common Stock,30.53,8637006242.0,United States,Finance,Major Banks,exchange,finance,5,20,25,,,
CLBK,Columbia Financial Inc. Common Stock,11.655,1212673251.0,United States,Finance,Savings Institutions,exchange,finance,5,18,23,,,
STK,Columbia Seligman Premium Technology Growth Fund Inc,52.0,0.0,United States,Finance,Investment Managers,exchange,finance,2,2,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
COLM,Columbia Sportswear Company Common Stock,58.94,3017326854.0,United States,Consumer Discretionary,Apparel,exchange,clothing,7,20,27,,,
COLA,Columbus Acquisition Corp Ordinary Shares,10.6802,0.0,Singapore,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
CMII,Columbus Circle Capital Corp II Class A Ordinary Shares,10.06,0.0,United States,Finance,Blank Checks,exchange,REJECT,0,2,2,spac,reject,blank-check SPAC - no operating business
CCCT,Columbus Circle Capital Corp III Class A Ordinary Shares,9.85,0.0,United States,,,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CMCO,Columbus McKinnon Corporation Common Stock,17.79,513494901.0,United States,Industrials,Construction/Ag Equipment/Trucks,exchange,transport,23,18,41,,,
CMPLY,Com7 PCL/ADR,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
COBJF,Comba Telecom Systems Holdings Limited,0.1203,374033952.0,,,,otc,infrastructure,15,15,30,,,
CMCSA,Comcast Corporation Class A Common Stock,27.1,96168051128.0,United States,Telecommunications,Cable & Other Pay Television Services,exchange,media,6,20,26,,,
CCZ,Comcast Holdings ZONES,66.4499,235806545412.0,United States,Telecommunications,Cable & Other Pay Television Services,exchange,media,6,20,26,,,
CMPY,"Comepay, Inc.",0.0001,7861.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CMRA,"Comera Life Sciences Holdings, Inc.",0.0001,3073.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
COCM,Comerton Corp.,0.0001,7170.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
XTRRF,Comet Lithium Corporation,0.24,7130628.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $7.1M < $10M - fails survivability prior (shell/nano-cap)
CMFV,"ComF5 International, Inc.",0.0001,3383.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
FIX,Comfort Systems USA Inc. Common Stock,1561.96,54972134125.0,United States,Industrials,Engineering & Construction,exchange,shelter,22,20,42,,,
CDGLY,ComfortDelGro Corporation Limited,22.88,2477879296.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CBSH,Commerce Bancshares Inc. Common Stock,58.23,8352055725.0,United States,Finance,Major Banks,exchange,finance,5,20,25,,,
CMNR,"Commerce Energy Group, Inc.",0.0001,30762.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CMRC,Commerce.com Inc. Series 1 Common Stock,2.33,193061449.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,15,27,enrich,,
CBK,Commercial Bancgroup Inc. Common Stock,34.24,469131485.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,
CMC,Commercial Metals Company Common Stock,66.85,7395236795.0,United States,Industrials,Steel/Iron Ore,exchange,materials,10,20,30,commodity,,
CVGI,Commercial Vehicle Group Inc. Common Stock,3.09,125554987.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,15,35,,,
CRZBY,Commerzbank AG,46.55,50313433088.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CBAUF,Commonwealth Bank of Australia,124.5,208142909440.0,,,,otc,finance,4,20,24,,,
CMTV,Community Bancorp. Common Stock,40.76,228292766.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,
CNUN,"Community Bancshares, Inc.",75.0,,,,,otc,finance,4,0,4,,reject,OTC with no market cap data - dark/non-reporting
CBU,Community Financial System Inc. Common Stock,62.93,3311118902.0,United States,Finance,Major Banks,exchange,finance,5,20,25,,,
CYH,Community Health Systems Inc. Common Stock,2.97,418797790.0,United States,Health Care,Hospital/Nursing Management,exchange,health,18,15,33,,,
CHCT,Community Healthcare Trust Incorporated Common Stock,15.02,430380707.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,15,23,rent-extraction-risk,,
CRDV,Community Redevelopment Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CTBI,Community Trust Bancorp Inc. Common Stock,76.37,1387486647.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,
CWBC,Community West Bancshares Common Stock,26.0,705408028.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,
CVLT,Commvault Systems Inc. Common Stock,131.16,5435869014.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
CIG,Comp En De Mn Cemig ADS American Depositary Shares,2.02,5780799428.0,Brazil,Utilities,Electric Utilities: Central,exchange,energy,22,20,42,utility-slow-growth,,
TRSNF,Compañía de Transporte de Energía Eléctrica en Alta Tensión Transener S.A.,1.0,444673792.0,,,,otc,energy,20,15,35,,,
FCODF,Compagnie de l'Odet,1630.0,6869310464.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CODGF,COMPAGNIE DE SAINT GOBAIN,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CODYY,Compagnie de Saint-Gobain S.A.,9.43,46167306240.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CLPIF,Compagnie des Alpes SA,26.608,1351332224.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
CFRHF,Compagnie Financière Richemont SA,237.5,139635818496.0,,,,otc,finance,4,20,24,,,
CFNCF,Compagnie Financière Tradition SA,324.21,2490182400.0,,,,otc,finance,4,20,24,,,
MGDDY,Compagnie Générale des Établissements Michelin Société en commandite par actions,20.23,0.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),4.8,16917763320.0,Brazil,Utilities,Water Supply,exchange,water,28,20,48,utility-slow-growth,,
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),11.42,8515924240.0,Brazil,Utilities,Electric Utilities: Central,exchange,energy,22,20,42,utility-slow-growth,,
SID,Companhia Siderurgica Nacional S.A. Common Stock,1.02,1352615826.0,Brazil,Industrials,Steel/Iron Ore,exchange,materials,10,18,28,commodity,,
CCU,Compania Cervecerias Unidas S.A. Common Stock,12.56,2320478036.0,Chile,Consumer Staples,Beverages (Production/Distribution),exchange,food,14,20,34,alcohol-mix,,
COMP,Compass Inc. Class A Common Stock,11.8,8938761925.0,United States,Finance,Real Estate,exchange,shelter,8,20,28,rent-extraction-risk,,
COGDF,Compass Gold Corp,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CMP,Compass Minerals Intl Inc Common Stock,24.57,1031470074.0,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),exchange,materials,10,18,28,commodity,,
CMPS,COMPASS Pathways Plc American Depository Shares,14.88,2060535111.0,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
CONE,"Compass Sub North, Inc.",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CMPX,Compass Therapeutics Inc. Common Stock,2.53,455622425.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,15,35,binary-science-risk,,
CFSU,Complete Financial Solutions Inc.,,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
CODV,Compliance Advocates Corporation,0.0028,112713.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
CPYCF,Compliance Energy Corporation,0.0001,781.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CMHSF,COMPREHENSIVE HEALTHCARE SYSTEMS INC. (CANADA),,,,,,sec_only,health,20,3,23,,check_price,no market data yet - verify trading exists
CGEN,Compugen Ltd. Ordinary Shares,2.87,271457905.0,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,15,35,binary-science-risk,,
CMDXF,Computer Modelling Group Ltd.,2.85,222282896.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CMSQF,Computershare Limited,28.16,16287379456.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CIX,CompX International Inc. Common Stock,31.76,391812226.0,United States,Consumer Discretionary,Industrial Machinery/Components,exchange,infrastructure,21,15,36,,,
SCOR,comScore Inc. Common Stock,4.93,74858727.0,United States,Consumer Discretionary,Business Services,exchange,services,8,12,20,enrich,,
COMS,COMSovereign Holding Corp.,0.0015,4042.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
LODE,Comstock Inc. Common Stock,3.57,271295178.0,United States,Industrials,Major Chemicals,exchange,infrastructure,12,15,27,commodity,,
CHCI,Comstock Holding Companies Inc. Class A Common Stock,19.52,200703703.0,United States,Finance,Real Estate,exchange,shelter,8,15,23,rent-extraction-risk,,
CMMMF,Comstock Metals Ltd.,0.032,949503.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.9M < $10M - fails survivability prior (shell/nano-cap)
CRK,Comstock Resources Inc. Common Stock,14.17,4160603165.0,United States,Energy,Oil & Gas Production,exchange,energy,8,20,28,commodity,,
CMSYF,COMSYS Holdings Corporation,25.0,2869603328.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CMTL,Comtech Telecommunications Corp. Common Stock,1.77,53031733.0,United States,Technology,Radio And Television Broadcasting And Communications Equipment,exchange,infrastructure,15,12,27,,,
CMTX,"COMTEX News Network, Inc.",5.25,82918.0,,,,otc,infrastructure,15,2,17,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
CMTUF,Comture Corporation,14.76,470744064.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CVNZF,Comvita Limited,0.4161,32488492.0,,,,otc,unknown,8,9,17,enrich-if-viable,,
CAG,ConAgra Brands Inc. Common Stock,16.27,7810700194.0,United States,Consumer Staples,Packaged Foods,exchange,food,26,20,46,,,
CNGA,Conair Corporation,0.35,2188792.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $2.2M < $10M - fails survivability prior (shell/nano-cap)
CON,Concentra Group Holdings Parent Inc. Common Stock,34.78,4435066858.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,
CNXC,Concentrix Corporation Common Stock,26.87,1639563065.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,18,30,enrich,,
GBR,New Concept Energy Inc Common Stock,0.7777,3991105.0,United States,Energy,Oil & Gas Production,exchange,energy,8,2,10,commodity,reject,market cap $4.0M < $10M - fails survivability prior (shell/nano-cap)
CNDA,Concord Acquisition Corp II,,,,,,sec_only,unknown,0,3,3,,reject,blank-check SPAC - no operating business
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),4.95,21491529.0,China,Health Care,Medical/Nursing Services,exchange,health,20,5,25,,,
CIGL,Concorde International Group Ltd Class A Ordinary Shares,0.4251,96491522.0,Singapore,Consumer Discretionary,Diversified Commercial Services,exchange,services,8,12,20,enrich,,
CNGI,Concordis Group Incorporated,0.12,3430506.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $3.4M < $10M - fails survivability prior (shell/nano-cap)
CLEV,Concrete Leveling Systems Inc,,,,,,sec_only,shelter,18,3,21,,check_price,no market data yet - verify trading exists
BBCP,Concrete Pumping Holdings Inc. Common Stock,9.48,477729622.0,United States,Consumer Discretionary,Engineering & Construction,exchange,shelter,22,15,37,,,
CNPRF,Condor Energies Inc.,3.2,276337472.0,,,,otc,energy,20,15,35,,,
BAKPF,Condor Energy Limited,0.0021,1814034.0,,,,otc,energy,20,0,20,,reject,market cap $1.8M < $10M - fails survivability prior (shell/nano-cap)
CNRIF,Condor Resources Inc.,0.13,19751610.0,,,,otc,unknown,8,5,13,enrich-if-viable,,
CNDT,Conduent Incorporated Common Stock ,1.63,253498904.0,United States,Consumer Discretionary,Business Services,exchange,services,8,15,23,enrich,,
CNDHF,Conduit Holdings Limited,5.87,822045504.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
CONC,CONECTISYS CORP,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CNXU,Conexeu Sciences Inc. Common Stock,7.55,202025392.0,United States,Health Care,Industrial Specialties,exchange,infrastructure,16,15,31,,,
CNBMF,Coniagas Battery Metals Inc.,0.0605,2082257.0,,,,otc,energy,20,0,20,,reject,market cap $2.1M < $10M - fails survivability prior (shell/nano-cap)
CFXTF,Conifex Timber Inc.,0.09027,3680101.0,,,,otc,shelter,18,0,18,,reject,market cap $3.7M < $10M - fails survivability prior (shell/nano-cap)
CNMD,CONMED Corporation Common Stock,51.13,1531407310.0,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,exchange,health,25,18,43,,,
CNTB,Connect Biopharma Holdings Limited Ordinary Shares,2.45,154287057.0,China,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
CNCM,Connected Media Technologies Inc.,0.0001,,,,,otc,discretionary,4,0,4,,reject,sub-5-cent stock - chronic dilution profile
CNTHP,CONNECTICUT LIGHT & POWER CO,,,,,,sec_only,energy,20,3,23,,check_price,no market data yet - verify trading exists
CNTM,"ConnectM Technology Solutions, Inc.",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CNOB,ConnectOne Bancorp Inc. Common Stock,32.02,1738538068.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,25.112,1363465583.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,
CQTHF,CONNEQT Health Limited,0.4,,,,,otc,health,20,0,20,,reject,OTC with no market cap data - dark/non-reporting
CNNN,ConneXionONE Corp.,0.01,765716.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.8M < $10M - fails survivability prior (shell/nano-cap)
CNXS,Connexus Corporation,1e-05,52754.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
COP,ConocoPhillips Common Stock,131.84,158384333231.0,United States,Energy,Integrated oil Companies,exchange,energy,8,20,28,commodity,,
CQRLF,Conquest Resources Limited,0.04155,6430988.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $6.4M < $10M - fails survivability prior (shell/nano-cap)
CGDNF,Conroy Gold and Natural Resources plc,0.14,10772921.0,,,,otc,unknown,8,5,13,enrich-if-viable,,
CCSI,Consensus Cloud Solutions Inc. Common Stock,38.95,713755712.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,18,30,enrich,,
CBMJ,"CONSERVATIVE BROADCAST MEDIA & PUBLISHING, INC.",,,,,,sec_only,discretionary,4,3,7,,check_price,no market data yet - verify trading exists
EXSO,"Consolidated Eco-Systems, Inc.",1e-05,87712.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
ED,Consolidated Edison Inc. Common Stock,107.09,39604948308.0,United States,Utilities,Power Generation,exchange,energy,25,20,45,,,
WGEE,"Consolidated Gold Holdings, Inc.",0.0001,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile
CSGU,Consolidated Sports Media Group,0.0001,,,,,otc,discretionary,4,0,4,,reject,sub-5-cent stock - chronic dilution profile
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,30.13,482467622.0,Cayman Islands,Utilities,Water Supply,exchange,water,28,15,43,utility-slow-growth,,
CNRFF,"Consorcio ARA, S. A. B. de C. V.",0.25,303795712.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CSTAF,Constellation Acquisition Corp I,,,,,,sec_only,unknown,0,3,3,,reject,blank-check SPAC - no operating business
STZ,Constellation Brands Inc. Common Stock,135.01,23056796374.0,United States,Consumer Staples,Beverages (Production/Distribution),exchange,food,14,20,34,alcohol-mix,,
CEG,Constellation Energy Corporation Common Stock ,278.42,98646260461.0,United States,Utilities,Electric Utilities: Central,exchange,energy,22,20,42,utility-slow-growth,,
CNSWY,Constellation Software Inc.,11.11,47087579136.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CSTM,Constellium SE Ordinary Shares (France),27.08,3670090874.0,Netherlands,Industrials,Metal Fabrications,exchange,infrastructure,15,20,35,,,
ROAD,Construction Partners Inc. Class A Common Stock,109.69,6293414938.0,United States,Industrials,Military/Government/Technical,exchange,REJECT,0,20,20,weapons,reject,economics depend on war/weapons (hard rejection rule)
CPSS,Consumer Portfolio Services Inc. Common Stock,9.29,200243293.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,15,19,,,
CBKM,CONSUMERS BANCORP INC /OH/,,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
CMS-PB,CONSUMERS ENERGY CO,,,,,,sec_only,energy,20,3,23,,check_price,no market data yet - verify trading exists
CPHGF,Consun Pharmaceutical Group Limited,1.8,1510288256.0,,,,otc,health,20,18,38,,,
KSMRF,Contagious Gaming Inc.,0.0013,122247.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
COHLF,Contango Holdings plc,0.005,3789896.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.8M < $10M - fails survivability prior (shell/nano-cap)
CTGO,Contango Silver & Gold Inc. Common Stock,20.41,682524503.0,United States,Basic Materials,Precious Metals,exchange,materials,3,18,21,no-durable-need,,
